SK_ID_CURR,TARGET
101870,1.0036811e-05
101873,0.21099374
101878,0.078989156
101879,1.5718432e-20
101880,5.359271e-07
101887,0.12254883
101897,4.2285695e-08
101901,3.3011467e-05
101903,1.7645045e-25
101920,0.10301834
101921,0.112058744
101922,0.04161197
101961,6.34817e-06
101962,0.055335075
101971,0.11285583
101976,0.22944994
102002,0.1514356
102005,0.09055817
102007,0.29302144
102017,0.0085814195
102019,0.27047583
102029,1.3542807e-26
102051,0.240677
102052,0.08599802
102054,0.0059545315
102062,0.18324088
102067,0.14703171
102068,2.1801497e-20
102070,7.748193e-28
102090,8.556075e-21
102092,0.16466498
102099,0.2336226
102100,0.005048956
102112,0.118547544
102113,0.12762235
102122,0.0
102123,2.1294873e-17
102125,8.803918e-24
102126,0.1260892
102146,0.11109971
102147,0.13072708
102151,0.079210676
102158,0.111604825
102159,0.028470054
102162,0.15305799
102165,0.12741008
102166,0.12276053
102174,0.055888265
102193,0.17277135
102198,0.05333041
102205,0.185918
102206,0.020671815
102218,0.0959599
102221,0.114863396
102230,0.102640994
102238,0.1824522
102248,1.203332e-06
102252,0.18102707
102259,0.09056285
102262,3.8748755e-18
102273,0.0
102286,0.12179494
102293,0.07636792
102294,5.055841e-08
102296,0.113499396
102298,0.14040443
102303,0.0828328
102309,0.056721948
102315,0.0
102340,0.057117403
102342,0.0384832
102344,0.1345656
102346,0.16745262
102347,0.088203765
102374,0.04966673
102380,0.08118674
102387,0.012337635
102393,0.08551275
102403,0.0014464159
102413,0.14988263
102414,2.563467e-11
102415,0.094128236
102416,0.16756724
102439,0.13874097
102441,0.06751366
102443,4.9088294e-12
102444,0.07547913
102445,0.20464715
102448,0.08571765
102449,0.19426203
102450,0.26333773
102456,0.12612449
102458,0.16565746
102459,0.119571954
102465,3.9826802e-36
102470,3.2030578e-12
102471,0.0
102475,2.382037e-34
102476,0.17892495
102506,0.15902641
102509,0.0
102519,0.07956977
102522,0.051413115
102545,0.0605924
102549,1.2174119e-31
102562,0.00035955667
102563,0.019964388
102568,0.010336422
102582,0.16682044
102592,0.011904714
102597,0.24009478
102605,0.09489311
102614,1.8344496e-08
102617,0.14621796
102634,2.4887468e-19
102652,0.069988534
102655,0.0
102671,0.056212183
102694,0.20546274
102701,0.12563728
102703,0.06946766
102704,0.06335129
102713,2.1907002e-31
102720,0.18734977
102731,0.037397932
102733,2.1249523e-06
102749,0.109028906
102755,0.06520284
102763,0.0
102770,0.0788386
102772,0.15368095
102799,0.24584995
102838,4.367662e-15
102854,0.07886532
102862,0.2017234
102863,0.10032625
102867,0.060774993
102868,1.7122763e-06
102878,0.15969665
102887,0.17751887
102898,5.0502585e-20
102904,0.17782637
102912,0.17812103
102919,0.07953049
102927,0.030150466
102932,0.10060026
102933,0.23280188
102935,0.083705395
102958,0.11742207
102969,0.14180845
102971,4.583324e-19
102975,0.0
102979,0.09134383
102982,0.03362835
102987,0.053557668
102989,0.1260478
102995,0.12035261
102996,0.0
103000,0.0
103001,0.08076286
103004,0.13067807
103010,0.0851115
103025,0.12106582
103029,0.14971025
103046,0.13985899
103056,0.077406675
103062,0.13825879
103078,0.089243695
103083,0.05991411
103092,0.12959705
103096,0.16057388
103097,0.15954468
103102,0.18415773
103112,4.230839e-18
103132,1.0881349e-07
103144,0.19336228
103145,0.13426104
103146,0.0809572
103147,0.04013184
103158,0.04396987
103171,0.1451526
103173,9.737781e-21
103184,0.083351925
103195,0.13220121
103196,0.108579665
103206,0.026358673
103230,0.15873542
103231,0.27102026
103232,0.035130482
103239,0.026093917
103240,0.2568271
103243,0.11483019
103252,0.1861039
103258,5.692599e-07
103259,0.19854845
103279,7.9596398e-28
103280,0.009194832
103286,0.08488898
103287,0.25188312
103290,0.052101374
103298,0.086414345
103315,0.0
103319,7.2317554e-05
103334,0.1946
103336,0.15021694
103345,0.102259174
103368,0.07763568
103371,0.12397675
103377,0.15530275
103398,0.07077072
103404,0.14347942
103408,0.0
103410,0.00066341716
103418,1.9303446e-17
103420,0.21927044
103432,0.17040037
103433,0.07490875
103436,1.6152471e-12
103440,0.039265435
103453,0.054074496
103459,0.014499381
103460,0.061050035
103461,5.5012794e-19
103462,0.18219036
103473,2.3444206e-17
103474,0.056364767
103475,0.19362512
103478,0.20246391
103480,0.18226634
103484,0.08362534
103494,0.0
103513,0.02552204
103515,0.082973175
103516,0.25847852
103525,0.0004208535
103541,0.24897452
103544,0.07286444
103562,0.26415798
103570,0.3239845
103572,0.20887107
103574,0.097650595
103575,0.092146985
103591,0.21106742
103594,0.06739251
103609,0.02627744
103613,0.09074768
103614,0.00032875314
103615,1.6693685e-19
103624,0.0
103625,0.26887402
103628,0.1004096
103629,1.3887298e-20
103647,0.13311304
103648,0.10819047
103651,0.16164781
103658,1.7853005e-36
103668,0.09800081
103669,0.10266128
103676,0.16051419
103682,0.04891132
103683,6.658519e-11
103689,0.07373853
103725,2.1686681e-29
103733,2.1973627e-23
103744,0.01358746
103762,0.09519197
103771,0.16691008
103773,0.0
103783,0.1653203
103784,0.09522729
103808,0.0
103812,0.05585798
103813,2.0356997e-35
103814,0.050090443
103818,0.23782708
103824,0.10473444
103828,0.004595146
103830,1.4886194e-17
103840,0.0088618845
103842,0.0
103847,0.23686334
103848,0.20511407
103851,4.0338408e-21
103854,0.16765852
103857,0.07491712
103861,0.023441056
103862,0.12057193
103865,0.15636192
103870,0.08455411
103876,0.044195708
103891,0.27102026
103908,0.09479288
103914,0.10303214
103918,0.1397708
103940,0.042057976
103963,0.16415341
103966,0.17345291
103971,0.17534141
103980,0.16037562
103984,9.692528e-06
103985,1.221211e-25
103998,0.22881079
104019,0.09959272
104026,0.0840425
104035,0.18018757
104044,0.18193188
104045,0.10842409
104047,0.19003966
104051,0.047102727
104058,0.09852542
104063,0.064287305
104066,0.097007535
104087,0.0032665222
104089,0.13514942
104095,0.06069214
104098,0.16917728
104104,1.0479065e-31
104110,0.27102026
104120,0.108163886
104122,0.10273137
104131,0.0
104132,0.13770637
104135,0.055742495
104136,0.12741287
104149,0.15665007
104150,0.09637792
104156,3.8048787e-31
104165,0.24537528
104175,0.108069554
104179,0.15095443
104184,0.1597126
104206,0.0416612
104216,0.07810319
104230,0.22657281
104257,0.0
104272,2.6089507e-19
104273,1.38901165e-11
104278,1.0397324e-30
104294,0.07700743
104295,0.16962016
104297,0.041374076
104298,0.12178241
104308,0.07667356
104318,0.08546756
104319,0.15713991
104320,0.1662937
104327,0.050628874
104334,0.1733761
104344,0.14765657
104350,0.08201155
104351,1.591161e-08
104354,0.15068749
104369,0.18768719
104376,0.19817875
104381,0.123215124
104384,0.06983119
104391,0.10908487
104394,0.10696376
104398,0.14237748
104402,0.01725752
104408,0.08307909
104409,0.00607826
104410,0.26222867
104412,4.413938e-24
104417,1.4937987e-28
104424,0.15128578
104426,4.6664306e-10
104435,0.09437679
104445,0.11685019
104458,0.0
104460,0.06771107
104466,0.13056365
104472,0.25052348
104473,0.21320988
104479,8.934442e-17
104480,0.0
104482,1.6006823e-05
104499,0.038153525
104501,0.0007181574
104502,0.01571356
104506,0.07886209
104510,0.0
104512,1.2846061e-07
104520,0.19534089
104528,0.15894789
104529,0.09317242
104541,0.13433619
104578,0.07942758
104584,3.5316017e-18
104588,0.00015663127
104602,0.14084394
104610,5.106605e-07
104611,0.150619
104618,0.15143612
104620,0.09975132
104622,0.0017077153
104624,8.023067e-08
104625,7.9715186e-21
104634,0.07788286
104639,0.13455668
104646,0.10280783
104647,0.14455906
104652,0.043106258
104670,0.16405855
104677,0.0904676
104685,0.13762961
104691,0.109231114
104696,0.0
104699,1.3954156e-20
104712,0.2493817
104714,0.102212526
104717,0.11775868
104718,0.047962446
104740,0.05085351
104741,0.13380165
104743,3.4250023e-11
104744,0.09379434
104747,0.18676065
104767,0.14749807
104772,0.42852682
104776,0.27102026
104779,0.07257448
104814,0.0734118
104815,0.06394066
104830,0.053812727
104831,0.18937941
104833,1.4651274e-16
104839,0.02053839
104840,0.05163854
104860,0.19345403
104861,2.2293545e-11
104866,0.11358339
104870,0.0336893
104877,0.11374898
104878,0.05308158
104879,0.044396896
104880,0.13767903
104899,0.08249717
104906,0.034479834
104907,0.16177806
104913,0.13032305
104916,0.16291572
104921,0.04594873
104930,0.00014057553
104931,0.0050077005
104936,0.13515376
104937,0.10626159
104942,0.06458945
104943,0.07404177
104969,0.07049898
104972,0.28864834
104988,0.17968798
105013,0.001138456
105015,0.097261325
105019,0.06889914
105027,0.053028863
105030,0.12695448
105035,0.2579312
105041,0.0
105051,0.20633437
105056,0.043610036
105067,0.33894482
105071,0.19426265
105072,3.4140398e-14
105074,0.2707813
105091,0.13097776
105101,0.09900582
105103,1.0843884e-12
105134,0.081263416
105139,0.09778746
105142,8.043729e-14
105146,0.04724642
105163,0.11594513
105168,0.10687071
105172,2.8360396e-29
105176,0.23554629
105195,0.08777364
105196,0.252297
105197,0.0350419
105203,0.047339868
105223,0.12733679
105227,0.19828172
105228,0.0
105230,0.1326375
105231,0.07684179
105239,1.4530194e-19
105242,0.09429009
105244,0.099226825
105245,0.16884929
105248,0.0
105249,0.09802283
105266,0.1798997
105271,0.2285208
105276,0.14537056
105282,0.07355234
105292,5.4763518e-08
105297,0.0
105332,0.14165282
105333,0.0
105343,2.361478e-14
105344,0.048365932
105345,0.093125165
105357,0.121678114
105359,1.0038226e-10
105366,0.06727397
105367,1.5958018e-05
105370,0.0
105377,0.13010572
105390,0.056773443
105399,0.04021688
105403,0.13300863
105404,2.0480818e-15
105414,0.063454844
105417,0.15243317
105425,0.26230466
105452,5.7626192e-08
105454,0.027699197
105456,0.045779854
105470,0.0
105471,2.0227945e-36
105483,0.05858073
105493,0.09954508
105508,0.18288548
105514,0.030177806
105515,3.2808996e-23
105528,0.2689504
105529,0.08287262
105531,0.13277769
105532,3.807368e-20
105558,0.0
105574,0.06567294
105578,0.01179227
105584,0.34379596
105595,0.18076546
105617,0.15475367
105618,0.06819104
105621,0.08219549
105625,0.1469977
105629,0.1864494
105630,0.07353499
105634,0.04660023
105635,0.060735308
105641,0.18723011
105647,0.11295907
105648,3.7416223e-37
105655,1.2245253e-05
105657,2.7523217e-20
105672,0.16302633
105678,0.20836435
105682,0.095466174
105691,0.06096854
105692,1.4170358e-24
105706,0.1544176
105712,0.0052450555
105720,0.108771816
105734,0.045380212
105735,0.067571424
105736,0.18834059
105737,0.06398745
105738,0.22198366
105740,0.27102026
105744,0.0
105747,0.089479536
105749,0.26095456
105754,0.113910064
105758,0.0
105760,0.111326754
105767,0.16362177
105784,0.23676041
105791,0.02478624
105802,0.16076197
105807,0.078492574
105809,0.0
105816,0.09365876
105817,0.023245882
105824,0.23434898
105832,0.17031384
105856,8.3285467e-13
105865,0.08398801
105899,0.16688356
105906,0.00783324
105916,0.14269403
105923,0.17367543
105937,0.054254502
105965,0.04996032
105966,0.14661142
105968,0.0
105973,0.082377695
105976,0.1620584
105978,0.020520838
105979,0.029172676
105991,0.13484399
105998,1.4564018e-30
105999,0.10331558
106000,0.033474386
106001,0.184014
106010,4.5451736e-09
106011,0.039153475
106013,0.2542961
106015,0.05564678
106026,0.0363193
106032,0.108859055
106035,0.26810974
106040,0.13043536
106041,0.22558022
106044,2.0810346e-21
106053,1.3922922e-23
106054,4.597746e-30
106065,0.21863978
106081,0.10345856
106083,0.1291487
106087,0.074252225
106090,0.11400517
106101,0.0
106102,1.5649662e-38
106109,0.0
106116,0.08363777
106150,0.021767989
106155,0.2518017
106166,0.050291102
106176,0.1006236
106189,0.10139559
106199,0.16867352
106205,1.7648359e-38
106206,0.0
106211,0.034752447
106214,0.037919503
106216,0.13726047
106217,0.17136137
106225,3.1744022e-18
106249,2.7795617e-11
106256,0.09170876
106258,1.2239564e-09
106261,0.17662203
106262,0.18111992
106264,0.030533586
106271,0.15702942
106276,0.057433177
106277,0.12164637
106286,0.20382057
106293,0.06800617
106295,0.08424382
106296,0.08873859
106297,0.25140887
106298,0.10712403
106311,0.054169774
106314,0.10096317
106320,0.15213588
106334,0.21048008
106346,9.5087256e-07
106347,0.06366304
106349,0.10630448
106354,0.12598099
106360,0.0
106373,0.1372505
106377,0.14438556
106386,0.220805
106387,0.00036218326
106391,8.5195473e-10
106401,0.20429146
106411,0.22401583
106413,0.25945064
106426,0.028187947
106427,0.15200174
106428,0.0
106434,8.2723153e-07
106438,0.11335578
106440,0.121802025
106441,1.8924559e-36
106452,2.8646552e-08
106453,0.114459544
106454,3.2036233e-25
106457,0.23797494
106484,0.07979241
106488,0.0
106491,0.16612934
106514,0.1501378
106527,0.019378629
106528,0.066217005
106529,1.473505e-26
106534,0.18656252
106550,0.26837415
106577,0.0
106585,0.14721338
106590,0.0010250269
106607,0.09289133
106610,0.14896251
106611,0.11865967
106612,0.25882614
106624,0.0020944823
106631,0.09040094
106647,0.28322974
106660,0.2523921
106674,0.0
106687,0.0843404
106712,6.3520678e-25
106713,0.0007244791
106717,0.105544314
106720,0.063905634
106721,0.00011773685
106724,0.10350895
106735,0.13143557
106739,2.9173908e-16
106740,0.14229612
106754,0.17446247
106760,0.26624596
106761,0.12063011
106784,4.93536e-05
106787,2.777412e-07
106797,0.049943577
106798,1.0465301e-09
106802,0.19824058
106803,0.18035382
106804,0.34042168
106805,0.07187713
106810,0.18506363
106812,0.15019552
106813,0.09948211
106817,0.0
106822,0.0064348797
106823,0.10981415
106827,0.06905144
106841,4.2310824e-10
106851,0.0
106852,0.0
106853,0.1463157
106854,0.27102026
106861,0.11235403
106873,0.13185056
106877,0.02210599
106878,0.06591351
106881,0.24856384
106900,2.8651952e-35
106906,0.033268772
106907,0.14816
106914,0.17728667
106916,0.14541948
106924,1.0906925e-34
106931,0.046938363
106936,0.19033723
106937,0.059530705
106938,0.118421555
106939,0.16459034
106943,0.072228074
106944,0.09197415
106967,0.13015087
106980,0.117342435
106986,0.013304137
106987,0.07584032
106990,0.041642796
107013,2.0856026e-15
107023,0.13174511
107033,9.43305e-10
107037,0.08384547
107048,0.10091876
107071,0.08233321
107081,0.076981336
107113,0.071529895
107130,0.0
107131,0.09426529
107145,0.16219284
107156,0.15719703
107219,0.15621394
107222,0.1988255
107223,0.42620042
107232,0.19043249
107245,0.1250706
107246,1.1624601e-09
107247,1.5368452e-18
107256,0.06550206
107259,0.0
107260,0.0
107279,0.26224974
107280,0.1010527
107281,0.15115581
107285,0.0063592666
107329,0.10875584
107337,0.0
107349,1.44508e-10
107350,0.07729737
107351,9.886211e-16
107359,0.24899317
107391,0.21342418
107394,0.054789703
107395,1.9743498e-33
107406,0.07373277
107416,0.19272083
107417,0.06360973
107418,0.048276596
107419,0.0013167453
107444,0.052844577
107445,0.11501531
107446,0.14872305
107460,0.18293308
107470,0.122749805
107475,0.026580798
107520,0.0015145418
107526,0.15839714
107527,0.068608366
107530,7.2381385e-27
107532,0.11788684
107534,0.2125737
107535,0.13037325
107554,0.18046239
107556,3.8025397e-10
107559,0.20126893
107561,0.0071515557
107564,1.1473578e-07
107566,0.0905205
107571,9.333948e-37
107590,0.1572447
107602,0.19767368
107625,0.15641531
107626,0.2363317
107635,0.003883296
107636,1.7056266e-21
107645,0.20537682
107652,0.33265054
107655,0.035335734
107668,0.06614665
107670,0.10419862
107677,0.0001286694
107680,0.16189435
107683,5.74208e-23
107684,1.538791e-06
107691,3.4989004e-08
107692,0.0026609772
107703,0.11733523
107709,0.0
107710,0.0
107721,0.19233109
107725,0.22028577
107727,0.11468343
107739,0.0
107740,0.066573784
107741,0.12349025
107747,9.318924e-09
107765,0.26958144
107768,4.401726e-05
107775,1.9542044e-37
107782,0.25684887
107790,0.0
107801,0.16342239
107807,0.04838222
107811,0.1868462
107817,0.17718604
107826,0.113915205
107838,0.0
107839,0.110019885
107843,0.0
107847,0.13993914
107849,0.19816485
107850,0.14327833
107867,0.19120419
107871,0.2268826
107908,0.08644296
107913,0.12249702
107927,0.06990187
107931,3.4149027e-05
107955,0.0
107962,0.11177704
107977,0.0050555114
107978,0.08607528
107993,0.0
108010,0.0
108016,0.12431675
108018,0.27102026
108027,2.8987888e-15
108045,0.18942498
108069,0.11986731
108082,0.10951837
108089,0.11909779
108092,0.0961921
108106,0.05753507
108112,0.18939649
108120,0.19470224
108122,0.19920358
108135,0.17959337
108170,3.5932386e-09
108171,0.11661189
108177,0.035967447
108180,0.19408233
108183,0.081530966
108184,0.08869468
108185,0.11090166
108192,6.778324e-05
108195,0.1896819
108196,0.14985934
108218,0.06420875
108219,0.0037904205
108243,0.15017594
108249,6.1563175e-14
108251,2.1896078e-14
108274,0.07103785
108280,0.39539444
108289,0.08501618
108292,0.004746454
108295,0.11729387
108327,3.3033046e-30
108332,0.060643017
108346,0.047486775
108349,0.1294495
108353,0.14497021
108362,0.10912031
108363,2.0361449e-14
108377,0.22837037
108378,0.17008434
108381,0.05282607
108383,0.16225515
108390,0.14070274
108407,0.0
108408,0.0319546
108411,0.070598505
108412,0.09289979
108419,0.13271254
108436,0.22093184
108437,0.2145225
108438,0.113522105
108441,0.07455607
108448,0.072748244
108449,0.12509063
108466,0.09247134
108467,0.21654396
108473,0.12265518
108474,0.15309437
108476,0.04530643
108479,0.073604584
108486,0.04115368
108493,0.099577345
108501,2.666087e-26
108506,0.22094476
108510,0.1252188
108511,5.855779e-06
108514,0.13243777
108517,0.038991123
108519,0.08812967
108522,0.0020580278
108548,0.0
108554,0.0
108555,0.1374989
108559,0.13994537
108562,0.10224447
108571,0.15072897
108572,0.07114322
108579,0.10187424
108583,0.07268622
108584,0.068095066
108592,0.00014218
108602,0.091614105
108609,0.078172795
108613,2.8027353e-07
108616,0.10423305
108618,0.14211647
108620,0.02177276
108643,0.0
108649,0.12632163
108654,0.13035418
108655,0.057485167
108656,0.14448906
108667,0.11531032
108668,1.0644023e-09
108682,0.13777213
108690,0.18323432
108691,0.19990516
108692,0.08549015
108695,7.902982e-07
108699,0.09970513
108710,0.20093799
108718,0.1214633
108739,0.0
108740,0.04380872
108741,0.011771141
108742,0.21262825
108763,0.070302166
108767,7.4329375e-21
108769,0.2526745
108779,0.27012843
108788,0.08284331
108801,0.14184009
108802,0.12468433
108810,0.15135078
108811,0.06773202
108813,0.0
108814,9.205944e-05
108825,0.17842735
108826,0.23188072
108830,0.17854579
108834,0.12370208
108852,2.209694e-08
108887,0.11991706
108901,0.0
108908,8.9040196e-07
108910,0.23228776
108920,9.233019e-06
108922,0.0
108929,0.14928958
108930,0.06395391
108937,0.14294045
108938,0.02964077
108943,4.046551e-16
108948,7.757309e-34
108953,0.0010009573
108956,0.16489802
108965,0.00068269315
108985,0.24232194
108986,0.18151271
108987,0.093859494
108990,2.063991e-12
108991,0.112475984
108993,0.09820092
109000,0.17424057
109001,0.019379549
109012,0.27102026
109014,0.18122278
109015,0.070466764
109021,0.08615296
109037,3.7149017e-13
109042,0.19038995
109044,0.12201463
109046,0.26391488
109064,2.296455e-24
109084,5.4274287e-06
109086,0.12002741
109092,0.00488538
109093,0.20158163
109100,0.052507687
109101,2.085614e-08
109110,0.07359939
109114,0.18281157
109126,2.2338913e-38
109152,1.7046326e-12
109162,0.19000441
109167,0.15540628
109168,0.12137482
109169,0.057243697
109179,0.06930159
109184,0.0
109191,6.483481e-07
109192,0.08366436
109193,0.07700888
109196,0.0
109206,0.073385715
109210,0.0058463234
109244,0.21192567
109249,1.4890998e-35
109273,2.8229518e-14
109276,0.19944537
109281,0.0
109287,9.174504e-27
109297,0.14624117
109298,0.11366441
109306,0.08792331
109309,0.06291232
109321,0.26598036
109328,0.14528225
109336,1.2326083e-31
109342,0.09999894
109346,0.004354199
109347,0.19157235
109348,0.18209697
109362,0.13826293
109363,0.0
109367,0.091939226
109370,0.040435657
109393,0.24106611
109405,0.1115627
109413,0.14280504
109414,0.38115898
109421,0.06728742
109427,0.26431894
109428,0.124804
109429,0.26172525
109437,0.06863064
109443,0.027931962
109461,0.03899054
109468,0.0
109469,0.039064128
109471,0.09125278
109479,0.12840998
109484,0.016648583
109501,0.14469364
109505,0.11859199
109535,0.023102775
109539,2.3511193e-05
109544,0.18052141
109545,0.020371037
109551,0.15815526
109553,1.6311678e-05
109555,5.0328398e-33
109561,0.08446683
109580,0.069833525
109583,0.26866296
109593,0.0
109604,0.15131804
109620,5.7076437e-22
109635,1.7502209e-06
109637,0.31574818
109638,0.123556815
109642,0.15167847
109649,0.11792438
109652,0.0
109656,2.656069e-14
109663,0.010943907
109696,0.23858406
109700,0.20868604
109709,0.18448128
109735,0.0
109740,2.63912e-07
109741,0.16337983
109749,0.16705088
109764,2.4144709e-05
109771,0.19494474
109772,0.04334087
109773,0.37176865
109798,1.7176236e-14
109802,0.013129399
109804,0.12227148
109813,1.4182011e-09
109818,0.12619896
109848,3.9283385e-13
109850,0.082096875
109851,0.07111428
109855,0.092147864
109871,0.21592307
109877,0.095510885
109883,0.069581956
109886,0.027746007
109905,0.18781912
109936,0.17346948
109950,0.19358747
109958,0.17302535
109959,0.124443635
109969,0.07938084
109971,0.08032545
109984,1.09450305e-17
109985,3.839416e-14
109988,0.16561095
109992,5.0188835e-25
110005,0.16243096
110009,0.13355201
110011,0.21454361
110014,3.2460962e-28
110026,0.08181234
110042,0.082996875
110058,1.0881523e-21
110069,0.12034258
110080,0.06380008
110087,0.0030356424
110091,0.0
110094,0.12499648
110098,0.17629619
110105,7.1549215e-22
110117,0.0
110136,0.24342866
110138,0.22578871
110149,0.18402362
110164,0.22115175
110202,0.1757619
110212,0.06597208
110226,0.0
110236,0.053752083
110249,7.0969945e-06
110257,0.068762094
110258,0.06300028
110277,8.295016e-21
110282,0.16717254
110284,6.5277195e-28
110286,0.17140335
110289,0.044471323
110304,0.061723407
110319,0.13486122
110324,0.14202648
110326,0.09421562
110335,0.017966758
110337,0.22544044
110338,0.13070534
110343,0.07164483
110345,0.0004261451
110347,0.1923091
110355,2.995143e-16
110359,0.09866135
110360,0.14151748
110364,0.16708861
110371,0.07137483
110372,0.08998309
110376,0.14408542
110379,0.2033598
110380,0.09799109
110393,0.16432118
110401,3.737004e-09
110406,0.085633084
110411,0.092056654
110416,0.0
110420,1.7259562e-28
110443,0.099312015
110465,0.0
110468,0.12858175
110469,0.07934224
110471,0.27102026
110487,0.19770513
110491,0.16484372
110504,0.09820497
110547,0.069317155
110550,0.003718464
110559,0.26725712
110578,0.20260455
110582,0.11001048
110590,7.485076e-33
110598,0.11265567
110601,0.2789799
110602,0.055150744
110604,0.1472325
110625,0.18168066
110626,0.11478285
110636,0.20167227
110637,0.037896626
110638,0.17421488
110646,3.6694264e-19
110648,0.10707085
110652,1.1512866e-06
110681,0.13884044
110682,3.681708e-12
110687,0.25004217
110691,0.0
110694,0.14657798
110695,3.8582837e-07
110696,0.2232383
110708,0.07159172
110710,1.469128e-25
